tweet,date,tagged,keywords,events,selected
Police française a ensuite réalisé que Kirk Tramell (#Magnotta) avait pris billet pour Berlin. Bandes vidéos confirment son départ -Miello,10/27/2014,Police_NC française_ADJ a_V ensuite_ADV réalisé_VPP que_CS Kirk_NPP Tramell_NPP #Magnotta_NPP avait_V pris_VPP billet_NC pour_P Berlin_NPP Bandes_ET vidéos_ET confirment_V son_DET départ_NC -_PUNC Miello_N,Police française réalisé Kirk Tramell avait pris billet Berlin confirment départ,Paris,
C'est à ce moment que Robert a admis aux policiers que #Magnotta avait dormi chez lui dans la nuit du 28 au 29 mai -Miello,10/27/2014,C'est_NPP à_P ce_DET moment_NC que_CS Robert_NPP a_V admis_VPP aux_P policiers_NC que_PROREL #Magnotta_NPP avait_V dormi_VPP chez_P lui_PRO dans_P la_DET nuit_NC du_P 28_ADJ au_P 29_ADJ mai_NC -_PUNC Miello_N,C'est moment Robert admis policiers avait dormi nuit 28 29 mai,Paris,
"Le compte de #Magnotta sur PlanetRomeo avait cependant été supprimé le 30 mai, dit Miello",10/27/2014,Le_DET compte_NC de_P #Magnotta_NPP sur_P PlanetRomeo_NPP avait_V cependant_ADV été_VPP supprimé_VPP le_DET 30_ADJ mai_NC dit_V Miello_NPP,compte PlanetRomeo avait été supprimé 30 mai dit Miello,Paris,
"Le cellulaire avait été à la poubelle le 31 mai, vers 10h, gare St-Lazare, dit Miello. Enquête alors recentrée sur PlanetRomeo #Magnotta",10/27/2014,Le_DET cellulaire_NC avait_V été_VPP à_P la_DET poubelle_NC le_DET 31_ADJ mai_NC vers_P 10h_DET gare_NC St-Lazare_NPP dit_V Miello_NPP Enquête_N alors_ADV recentrée_VPP sur_P PlanetRomeo_NPP #Magnotta_NPP,cellulaire avait été poubelle 31 mai gare St-Lazare dit Miello recentrée PlanetRomeo,Paris,
Police a alors appris que le cellulaire utilisé par #Magnotta était maintenant utilisé par qqun qui l'avait trouvé dans une poubelle...,10/27/2014,Police_NPP a_V alors_ADV appris_VPP que_CS le_DET cellulaire_NC utilisé_VPP par_P #Magnotta_NPP était_V maintenant_ADV utilisé_VPP par_P qqun_NC qui_PROREL l'avait_V trouvé_VPP dans_P une_DET poubelle_NC,Police appris cellulaire utilisé était qqun l'avait trouvé poubelle,Paris,
Miello dit que la police s'est intéressée à une personne qui avait contacts avec le no de tél. de #Magnotta,10/27/2014,Miello_NPP dit_V que_CS la_DET police_NC s_ET '_ET est_V intéressée_VPP à_P une_DET personne_NC qui_PROREL avait_V contacts_NC avec_P le_DET no_ET de_P tél_NC de_P #Magnotta_NPP,Miello dit police est intéressée personne avait contacts tél,Paris,
"La perquisition au Soumman a eu lieu le 2 juin. On sait maintenant que #Magnotta avait quitté Paris le 31 mai, en soirée.",10/27/2014,La_DET perquisition_NC au_P Soumman_NPP a_V eu_V lieu_N le_DET 2_ADJ juin_NC On_CLS sait_V maintenant_ADV que_CS #Magnotta_NPP avait_V quitté_VPP Paris_NPP le_DET 31_ADJ mai_NC en_P soirée_NC,perquisition Soumman eu 2 juin sait avait quitté Paris 31 mai soirée,Paris,
Miello livre le détail des objets de #Magnotta retrouvés au Soumman par la police française.,10/27/2014,Miello_NPP livre_V le_DET détail_NC des_P objets_NC de_P #Magnotta_NPP retrouvés_VPP au_P Soumman_NPP par_P la_DET police_NC française_ADJ,Miello livre détail objets retrouvés Soumman police française,Paris,
"27 mai 2012, #Magnotta n'a pas dormi au Novotel, malgré sa réservation, dit Miello. Possible qu'il a dormi au Soumman",10/27/2014,27_ADJ mai_NC 2012_N #Magnotta_NC n_N '_ADJ a_V pas_ADV dormi_VPP au_P Novotel_NC malgré_P sa_DET réservation_NC dit_V Miello_NPP Possible_ADJ qu'il_N a_V dormi_VPP au_P Soumman_NPP,27 mai dormi Novotel réservation dit Miello Possible Soumman,Paris,
"Cette réservation avait été faite jusqu'au 4 juin, payée en argent comptant, au nom de Kirk Tramell, relate Miello #Magnotta",10/27/2014,Cette_DET réservation_NC avait_V été_VPP faite_VPP jusqu'au_VPP 4_ADJ juin_NC payée_VPP en_P argent_N comptant_V au_P nom_N de_P Kirk_NPP Tramell_NPP relate_V Miello_NPP #Magnotta_NPP,réservation avait été faite jusqu'au 4 juin payée comptant Kirk Tramell relate Miello,Paris,
"2 juin 2012, le gérant d'un hôtel a contacté commissariat pour dire qu'un type pouvant correspondre à #Magnotta -Miello",10/27/2014,2_ADJ juin_NC 2012_N le_DET gérant_NC d'un_ADJ hôtel_NC a_V contacté_VPP commissariat_NC pour_P dire_VINF qu'un_DET type_NC pouvant_VPR correspondre_VINF à_P #Magnotta_NPP -_PUNC Miello_NPP,2 juin gérant d'un hôtel contacté commissariat dire type correspondre Miello,Paris,
"Réservation de #Magnotta au Novotel avait été faite le 26 mai 2012, en soirée, via http://t.co/bN5DhM12Rm, dit Miello",10/27/2014,Réservation_NC de_P #Magnotta_NPP au_P Novotel_NPP avait_V été_VPP faite_VPP le_DET 26_ADJ mai_NC 2012_N en_P soirée_NC via_P dit_V Miello_N,Réservation Novotel avait été faite 26 mai soirée dit,Paris,
"2 juin 2012, police française demande permission de surveiller la ligne téléphonique de #Magnotta, explique Miello.",10/27/2014,2_ADJ juin_NC 2012_N police_N française_ADJ demande_V permission_NC de_P surveiller_VINF la_DET ligne_NC téléphonique_ADJ de_P #Magnotta_NPP explique_V Miello_NPP,2 juin française demande permission surveiller ligne téléphonique explique Miello,Paris,
"Sur ce, témoignage enregistré de Miello reprend. Il explique que le téléphone de #Magnotta en France a été activé le 28 mai 2012.",10/27/2014,Sur_P ce_DET témoignage_NC enregistré_VPP de_P Miello_NPP reprend_V Il_CLS explique_V que_CS le_DET téléphone_NC de_P #Magnotta_NPP en_P France_NPP a_V été_VPP activé_VPP le_DET 28_ADJ mai_NC 2012_N,témoignage enregistré Miello reprend explique téléphone France été activé 28 mai,Paris,
Juge rappelle aux jurés que la crédibilité du témoin Robert ne doit pas être influencée par des propos tenus par Miello #Magnotta,10/27/2014,Juge_N rappelle_V aux_P jurés_NC que_CS la_DET crédibilité_NC du_P témoin_NC Robert_NPP ne_ADV doit_V pas_ADV être_VINF influencée_VPP par_P des_DET propos_NC tenus_VPP par_P Miello_NPP #Magnotta_NPP,rappelle jurés crédibilité témoin Robert doit être influencée propos tenus Miello,procedure,
"Procès #Magnotta reprend avec suite du témoignage du policier français Julien Miello, enregistré le 26 juin dernier.",10/27/2014,Procès_NPP #Magnotta_NPP reprend_V avec_P suite_N du_P témoignage_NC du_P policier_NC français_ADJ Julien_NPP Miello_NPP enregistré_VPP le_DET 26_ADJ juin_NC dernier_ADJ,Procès reprend témoignage policier français Julien Miello enregistré 26 juin dernier,procedure,
Procès #Magnotta a repris avec nouvelles discussions hors jury.,10/27/2014,Procès_NPP #Magnotta_NPP a_V repris_VPP avec_P nouvelles_ADJ discussions_NC hors_P jury_NC,Procès repris nouvelles discussions jury,procedure,
Me Leclair a 2 objections à faire. Juge invite le jury à quitter et prendre la pause du pm en même temps. Discussions hors jury #Magnotta,10/27/2014,Me_NC Leclair_NPP a_V 2_DET objections_NC à_P faire_VINF Juge_NPP invite_V le_DET jury_NC à_P quitter_VINF et_CC prendre_VINF la_DET pause_NC du_P pm_NC en_P même_ADJ temps_N Discussions_N hors_P jury_NC #Magnotta_NPP,Me Leclair objections faire Juge invite jury quitter prendre pause pmême,procedure,
L'opérateur lié au no de téléphone donné par Robert a dit qu'il était au nom de Kirk Tramell. Adresse était celle du Novotel #Magnotta,10/27/2014,L'opérateur_NPP lié_VPP au_P no_ET de_P téléphone_NC donné_VPP par_P Robert_NPP a_V dit_VPP qu'il_NC était_V au_P nom_N de_P Kirk_NPP Tramell_NPP Adresse_NPP était_V celle_PRO du_P Novotel_NPP #Magnotta_NPP,L'opérateur lié téléphone donné Robert dit qu'il était Kirk Tramell Adresse Novotel,Paris,
"Robert nous a donné le no de téléphone utilisé par #Magnotta, dit Miello. Nous a dit l'avoir connu par site de rencontres",10/27/2014,Robert_NPP nous_CLO a_V donné_VPP le_DET no_ET de_P téléphone_NC utilisé_VPP par_P #Magnotta_NPP dit_V Miello_NPP Nous_CLO a_V dit_VPP l'avoir_VINF connu_VPP par_P site_NC de_P rencontres_NC,Robert donné téléphone utilisé dit Miello l'avoir connu site rencontres,Paris,
"Miello explique que #Magnotta utilisait trois cartes bancaires, avait retiré 1500€. Puis, Jean-Christophe Robert a contacté police",10/27/2014,Miello_NPP explique_V que_CS #Magnotta_NPP utilisait_V trois_DET cartes_NC bancaires_ADJ avait_V retiré_VPP 1500_DET $_NC Puis_CC Jean-Christophe_N Robert_N a_V contacté_VPP police_NC,Miello explique utilisait cartes bancaires avait retiré $ contacté police,Paris,
"Avec cette info, on a retrouvé chauffeur de taxi, qui nous a amené au Novotel, où #Magnotta avait réservé chambre avec son vrai nom -Miello",10/27/2014,Avec_P cette_DET info_N on_CLS a_V retrouvé_VPP chauffeur_NC de_P taxi_NC qui_PROREL nous_CLO a_V amené_VPP au_P Novotel_NPP où_PROREL #Magnotta_NPP avait_V réservé_VPP chambre_N avec_P son_DET vrai_ADJ nom_N -_PUNC Miello_N,retrouvé chauffeur taxi amené Novotel avait réservé vrai,Paris,
"On a eu images de #Magnotta au départ de Montréal. On a pu vérifier vidéos de Charles-de-Gaulle, explique Miello.",10/27/2014,On_CLS a_V eu_VPP images_NC de_P #Magnotta_NPP au_P départ_NC de_P Montréal_NPP On_CLS a_V pu_VPP vérifier_VINF vidéos_NC de_P Charles-de-Gaulle_N explique_V Miello_NPP,eu images départ Montréal pu vérifier vidéos explique Miello,Paris,
"Avec cette info, on a entrepris recherches dans des hôtels dans le secteur de Clichy, mais nos recherches ont été vaines -Miello #Magnotta",10/27/2014,Avec_P cette_DET info_N on_CLS a_V entrepris_VPP recherches_NC dans_P des_DET hôtels_NC dans_P le_DET secteur_NC de_P Clichy_NPP mais_CC nos_DET recherches_NC ont_V été_VPP vaines_VPP -_PUNC Miello_NPP #Magnotta_NPP,entrepris recherches hôtels secteur Clichy ont été vaines Miello,Paris,
"12 octobre 2010, Magnotta avait porté plainte pour vol et viol. Il disait vivre dans un hôtel Mercure, place de Clichy -Miello #Magnotta",10/27/2014,12_ADJ octobre_NC 2010_N Magnotta_N avait_V porté_VPP plainte_NC pour_P vol_NC et_CC viol_NC Il_CLS disait_V vivre_VINF dans_P un_DET hôtel_NC Mercure_NC place_N de_P Clichy_N -_PUNC Miello_N #Magnotta_NPP,12 octobre avait porté plainte vol viol disait vivre hôtel Mercure,-,
"31 mai 2012, les autorités canadiennes ont demandé notre aide via Interpol, explique Miello. #Magnotta avait pris vol pour Paris.",10/27/2014,31_ADJ mai_NC 2012_N les_DET autorités_NC canadiennes_ADJ ont_V demandé_VPP notre_DET aide_NC via_P Interpol_NPP explique_V Miello_NPP #Magnotta_NPP avait_V pris_VPP vol_NC pour_P Paris_NPP,31 mai autorités canadiennes ont demandé aide Interpol explique Miello avait pris vol Paris,Paris,
Miello travaille dans une brigade spécialisée dans les fugitifs. Leclair dit dans la vidéo qu'il s'oppose à son témoignage... #Magnotta,10/27/2014,Miello_NPP travaille_V dans_P une_DET brigade_NC spécialisée_ADJ dans_P les_DET fugitifs_NC Leclair_NPP dit_V dans_P la_DET vidéo_NC qu'il_ET s_ET '_ET oppose_V à_P son_DET témoignage_NC #Magnotta_NPP,Miello travaille brigade spécialisée fugitifs Leclair dit vidéo oppose témoignage,Paris,
Le témoignage de Miello a été enregistré le 26 juin dernier. Le jury écoute cet enregistrement. #Magnotta,10/27/2014,Le_DET témoignage_NC de_P Miello_NPP a_V été_VPP enregistré_VPP le_DET 26_ADJ juin_NC dernier_ADJ Le_DET jury_NC écoute_NC cet_DET enregistrement_NC #Magnotta_NPP,témoignage Miello été enregistré 26 juin dernier jury écoute enregistrement,Paris,
"Fin du témoignage de Casey. Pas de contre-interrogatoire. Prochain témoin est policier français, Julien Miello (?) #Magnotta",10/27/2014,Fin_NC du_P témoignage_NC de_P Casey_NPP Pas_ADV de_P contre-interrogatoire_VINF Prochain_ADJ témoin_NC est_V policier_NC français_ADJ Julien_NPP Miello_NPP ?_PUNC #Magnotta_NC,Fin témoignage Casey contre-interrogatoire Prochain témoin est policier français Julien Miello,procedure,
"Casey était resp. de la sécurité à St. Georges. Le 5 juin 2012, il a été prévenu de la réception du colis, il a appelé la police #Magnotta",10/27/2014,Casey_NPP était_V resp_NC de_P la_DET sécurité_NC à_P St_NC Georges_NPP Le_DET 5_ADJ juin_NC 2012_N il_CLS a_V été_VPP prévenu_VPP de_P la_DET réception_NC du_P colis_NC il_CLS a_V appelé_VPP la_DET police_NC #Magnotta_NPP,Casey était resp sécurité St Georges 5 juin été prévenu réception colis appelé police,,
Fin du témoignage de Jones. Pas de contre-interro. Couronne appelle à la barre Robert Casey (?) consultant en sécurité. #Magnotta,10/27/2014,Fin_NC du_P témoignage_NC de_P Jones_NPP Pas_ADV de_P contre-interro_N Couronne_N appelle_V à_P la_DET barre_NC Robert_NPP Casey_NPP ?_PUNC consultant_NC en_P sécurité_NC #Magnotta_NPP,Fin témoignage Jones appelle barre Robert Casey consultant sécurité,procedure,
"Une infirmière a déballé le colis. Jones décrit ""l'horreur""de la découverte d'une partie de corps. Elle a prévenu la sécurité #Magnotta",10/27/2014,Une_DET infirmière_NC a_V déballé_VPP le_DET colis_NC Jones_NPP décrit_V l'horreurde_V la_DET découverte_NC d'une_ADJ partie_N de_P corps_N Elle_CLS a_V prévenu_VPP la_DET sécurité_NC #Magnotta_NPP,infirmière déballé colis Jones décrit l'horreurde découverte d'une prévenu sécurité,,
"""J'étais confuse"". Colis sentait mauvais, mais ça semblait un cadeau qui m'était destiné, dit Jones. L'a envoyé à l'infirmerie #Magnotta",10/27/2014,J'étais_NC confuse_ADJ Colis_ET sentait_V mauvais_ADJ mais_CC ça_PRO semblait_V un_DET cadeau_NC qui_PROREL m_NC '_ADJ était_V destiné_VPP dit_V Jones_NPP L'_DET a_V envoyé_VPP à_P l'infirmerie_NC #Magnotta_NPP,J'étais confuse sentait mauvais semblait cadeau était destiné dit Jones envoyé l'infirmerie,-,
"Jones dit ne pas connaître #Magnotta. Elle décrit la réception du colis, le 5 juin 2012. Colis était à son nom, ce qui était inhabituel",10/27/2014,Jones_NPP dit_V ne_ADV pas_ADV connaître_VINF #Magnotta_NPP Elle_CLS décrit_V la_DET réception_NC du_P colis_NC le_DET 5_ADJ juin_NC 2012_N Colis_N était_V à_P son_DET nom_NC ce_PRO qui_PROREL était_V inhabituel_ADJ,Jones dit connaître décrit réception colis 5 juin était noinhabituel,-,
"Nouveau témoin est Louise Jones, secrétaire à l'école St. Georges. Elle a reçu un autre des colis envoyés par #Magnotta",10/27/2014,Nouveau_ADJ témoin_NC est_V Louise_NPP Jones_NPP secrétaire_NC à_P l'école_NC St_ADJ Georges_NPP Elle_CLS a_V reçu_VPP un_DET autre_ADJ des_P colis_NC envoyés_VPP par_P #Magnotta_NPP,Nouveau témoin est Louise Jones secrétaire l'école St Georges reçu autre colis envoyés,-,
Murton dit qu'il a appelé la police. Fin du témoignage. Pas de contre-interrogatoire #Magnotta,10/27/2014,Murton_NPP dit_V qu'il_N a_V appelé_VPP la_DET police_NC Fin_NC du_P témoignage_NC Pas_ADV de_P contre-interrogatoire_VINF #Magnotta_NPP,Murton dit appelé police Fin témoignage contre-interrogatoire,-,
"Le directeur de l'école False Creek, Bruce Murton, décrit à son tour la réception du colis contenant partie de corps #Magnotta",10/27/2014,Le_DET directeur_NC de_P l'école_NC False_NPP Creek_NPP Bruce_NPP Murton_NPP décrit_V à_P son_DET tour_NC la_DET réception_NC du_P colis_NC contenant_VPR partie_NC de_P corps_NC #Magnotta_NPP,directeur l'école False Creek Bruce Murton décrit tour réception colis partie corps,-,
Fin du témoignage de Chan. Pas de contre-interro. Nouveau témoin est le directeur de l'école False Creek #Magnotta,10/27/2014,Fin_NC du_P témoignage_NC de_P Chan_NPP Pas_ADV de_P contre-interro_DET Nouveau_ADJ témoin_NC est_V le_DET directeur_NC de_P l'école_NC False_NPP Creek_NPP #Magnotta_NPP,Fin témoignage Chan Nouveau témoin est directeur l'école False Creek,-,
"Chan a demandé de l'aide à une autre personne, qui a découvert la partie de corps. Elles ont prévenu le directeur #Magnotta",10/27/2014,Chan_NPP a_V demandé_VPP de_P l'aide_NC à_P une_DET autre_ADJ personne_NC qui_PROREL a_V découvert_VPP la_DET partie_NC de_P corps_NC Elles_CLS ont_V prévenu_VPP le_DET directeur_NC #Magnotta_NPP,Chan demandé l'aide autre personne découvert partie corps ont prévenu directeur,-,
Mem Chan explique qu'elle a reçu le colis envoyé à False Creek. Colis sentait mauvais. Elle l'a ouvert. #Magnotta,10/27/2014,Mem_NPP Chan_NPP explique_V qu'elle_ADJ a_V reçu_VPP le_DET colis_NC envoyé_N à_P False_N Creek_ET Colis_ET sentait_V mauvais_ADJ Elle_CLS l'_CLO a_V ouvert_VPP #Magnotta_NPP,MeChan explique qu'elle reçu colis sentait mauvais ouvert,-,
"Fin du témoignage de Chow. Pas de contre-interro. Nouveau témoin est une Mme Chan, qui travaille à l'école False Creek. #Magnotta",10/27/2014,Fin_NC du_P témoignage_NC de_P Chow_N Pas_ADV de_P contre-interro_DET Nouveau_ADJ témoin_NC est_V une_DET Mme_NC Chan_NPP qui_PROREL travaille_V à_P l'école_NC False_NPP Creek_NPP #Magnotta_NPP,Fin témoignage Nouveau témoin est Mme Chan travaille l'école False Creek,procedure,
Chow a elle-même fait voyage vers Montréal avec deux parties de corps. 2e partie avait été envoyée à l'école St. Georges. #Magnotta,10/27/2014,Chow_NPP a_V elle-même_VPP fait_VPP voyage_NC vers_P Montréal_NPP avec_P deux_DET parties_NC de_P corps_NC 2e_ADJ partie_NC avait_V été_VPP envoyée_VPP à_P l'école_NC St_ADJ Georges_NPP #Magnotta_NPP,Chow elle-même fait voyage Montréal parties corps 2e partie avait été envoyée l'école St Georges,-,
"Chow décrit la note manuscrite que contenait le colis, explique que la partie de corps a été envoyée à Montréal, pour l'enquête #Magnotta",10/27/2014,Chow_NPP décrit_V la_DET note_NC manuscrite_ADJ que_PROREL contenait_V le_DET colis_NC explique_V que_CS la_DET partie_NC de_P corps_NC a_V été_VPP envoyée_VPP à_P Montréal_NPP pour_P l'enquête_NC #Magnotta_NPP,Chow décrit note manuscrite contenait colis explique partie corps été envoyée Montréal l'enquête,-,
Chow décrit contenu du colis. La partie de corps qu'il contenait a été envoyée à la morgue municipale #Magnotta,10/27/2014,Chow_NPP décrit_V contenu_NC du_P colis_NC La_DET partie_NC de_P corps_NC qu'il_ADJ contenait_V a_V été_VPP envoyée_VPP à_P la_DET morgue_NC municipale_ADJ #Magnotta_NPP,Chow décrit contenu colis partie corps qu'il contenait été envoyée morgue municipale,-,
"Le colis était déjà ouvert, dans le bureau du directeur de l'école. Chow a appelé identité judiciaire pour photos #Magnotta",10/27/2014,Le_DET colis_NC était_V déjà_ADV ouvert_VPP dans_P le_DET bureau_NC du_P directeur_NC de_P l'école_NC Chow_NPP a_V appelé_VPP identité_NC judiciaire_ADJ pour_P photos_NC #Magnotta_NPP,colis était ouvert bureau directeur l'école Chow appelé identité judiciaire photos,-,
